nombre,cantidades,info,sabores,imagen,mix,Artículo,Estado,#REF!
"CORDYCEPS EXTRACTO 60CC ""SOMOS SETA""",1 UNIDAD,"El Cordyceps de la marca Somos Seta es un suplemento de hongo adaptógeno (específicamente Cordyceps militaris) diseñado principalmente para potenciar la energía física, la resistencia y el rendimiento deportivo",,https://drive.google.com/file/d/1MG7ngaKMaCJJC43XG5d0Ln27QvH5W2V8/view,,2105,🟢 ok,
"CORDYCEPS X 60 CAPSULAS ""SOMOS SETA""",1 UNIDAD,"El Cordyceps de la marca Somos Seta es un suplemento de hongo adaptógeno (específicamente Cordyceps militaris) diseñado principalmente para potenciar la energía física, la resistencia y el rendimiento deportivo",,https://drive.google.com/file/d/168wRb1XdNhsNZwadsoiKWYAEpyRXtzlg/view,,2114,🟢 ok,
CORIANDRO ENTERO,50G/250G/1KG,"El coriandro entero se refiere a las semillas secas de la planta de cilantro (Coriandrum sativum). A diferencia de las hojas frescas, las semillas tienen un perfil de sabor terroso, dulce y con matices cítricos (limón y naranja) que se intensifica al tostarlas o molerlas.",,https://drive.google.com/file/d/1Pg3wwOrxOD_xKjCQ_vZDSrEL-9NrBGoe/view,,1232,🟢 ok,
CORIANDRO MOLIDO,100G/250G/1KG,"El coriandro molido es una especia obtenida de las semillas secas de la planta Coriandrum sativum (cilantro). A diferencia de las hojas frescas, que tienen un sabor herbáceo y penetrante, el coriandro molido destaca por un perfil aromático dulce, amaderado y con sutiles notas cítricas similares a la cáscara de naranja.",,https://drive.google.com/file/d/1jHmsqpsITj6S-274W6mPBujMciblzIsH/view,,1233,🟢 ok,
CREATINA MONOHIDRATO,250G/500G/1KG,La creatina monohidrato es uno de los suplementos deportivos más estudiados y efectivos del mundo. Su función principal es aumentar las reservas de fosfocreatina en los músculos para producir energía rápidamente durante ejercicios de alta intensidad.,,https://drive.google.com/file/d/1p1DC201LdeiFCMTYVAMZOiY5EWWXFFk_/view,,2238,🟢 ok,
CUENCOS DE CERÁMICA,1 UNIDAD,"Los cuencos de cerámica son piezas fundamentales en la cocina y la decoración por su durabilidad y belleza única. Se caracterizan por su resistencia térmica, lo que permite usarlos en microondas, hornos y lavavajillas.",,https://drive.google.com/file/d/1NeMXN7FcJ6WEo-DXvDs6Vf_nI4kL2WJf/view,,2292,🟢 ok,
"CURCUMA ACTIVADA CON PIMIENTA X 30 COMP. ""EL NATURALISTA""",1 UNIDAD,"La cúrcuma activada con pimienta de ""El Naturalista"" es un suplemento natural diseñado para maximizar los beneficios antiinflamatorios y antioxidantes de la raíz de cúrcuma. La presencia de pimienta negra es clave, ya que la piperina que contiene aumenta la absorción de la curcumina hasta en un 2000%.",,https://drive.google.com/file/d/1_bjSV4yAeIyGT7WRMi-36m3vw2Z1eUGJ/view,,2169,🟢 ok,
CURCUMA MOLIDA,100G/250G/1KG,La cúrcuma molida es una especia vibrante derivada de la raíz seca de la planta Curcuma longa. Es conocida mundialmente tanto por su uso culinario como por sus potentes propiedades medicinales. ,,https://drive.google.com/file/d/1GPRzBVDuypLKSEti6GOGlVC9JwMRyT_s/view,,1236,🟢 ok,
"CURCUMA+PIMIENTA X 50 CÁPSULAS ""NATIER""",1 UNIDAD,El suplemento de Cúrcuma + Pimienta Negra de Natier es un potente complejo natural diseñado principalmente por sus propiedades antiinflamatorias y antioxidantes. ,,https://drive.google.com/file/d/1OSTrlXYcn0jV-ex6IiqNv0AnfXN6sIUR/view,,2051,🟢 ok,
CURRY,100G/250G/1KG,"El curry en polvo no es una especia única, sino una mezcla de especias molidas creada originalmente por británicos para imitar los sabores de la India.",,https://drive.google.com/file/d/1jA1Da9nsYkxqb064qN-deDqSVofYK_sN/view,,1239,🟢 ok,
CUSCUS,250G/500G/1KG,"El cuscús (o cous cous) es un alimento tradicional del norte de África elaborado a base de sémola de trigo duro. Aunque a menudo se confunde con un grano o cereal por su apariencia, técnicamente es un tipo de pasta granulada que se obtiene al moler la parte dura del trigo sin llegar a convertirla en harina.",,https://drive.google.com/file/d/1sPguZghZaRYhB3z_t6QWeUhnHI7gXNMp/view,,1240,🟢 ok,
DATILES DE EGIPTO CON CAROZO,250G/500G/1KG,"Los dátiles egipcios son reconocidos como un superalimento energético y natural, ricos en fibra, potasio, magnesio y vitamina B6. Son ideales para deportistas y meriendas saludables debido a su alto contenido de azúcares naturales (fructosa, glucosa) que brindan energía instantánea. Suelen comercializarse con carozo y son una excelente alternativa para endulzar naturalmente.",,https://drive.google.com/file/d/1ggYi4CGKjZ9XCLcLwiXQoKgRtp-IhCP9/view,,1242,🟢 ok,
DELANTAL JEAN,1 UNIDAD,,,https://drive.google.com/file/d/1t-VCeyq9cwZqtv5br5_gUUqyS1A_FTYU/view,,2126,🔵 falta descripción,
DELANTAL LINO ,1 UNIDAD,,,https://drive.google.com/file/d/1Is57ZjqA00Snc2m4IkC1kD7_lgKiDi5N/view,,1003,🔵 falta descripción,
"DIFUSOR ""ILUMINARTE"" X 125 ml",1 UNIDAD,Los difusores Iluminarte son aromatizantes líquidos de varillas diseñados para perfumar y decorar ambientes de forma continua y suave.,,https://drive.google.com/file/d/1ANlC6yXRw7ddgx12pKu7OBeNdAmYnZTk/view,,2400,🟢 ok,
"DULCE DE ALCAYOTA X 500 GR ""DON FRANCISCO"" ",1 UNIDAD,"El dulce de alcayota de la marca Don Francisco es un producto tradicional de Mendoza, elaborado por la empresa familiar Francisco Moreno e Hijo S.A.. Con más de 35 años en el mercado, se destaca por su elaboración artesanal a partir de la alcayota (también conocida como cayote), un fruto fibroso típico de la región de Cuyo.",,https://drive.google.com/file/d/1hAmK_w0nFlj5twyDbbKKPHfwotPTyCIb/view,,1244,🟢 ok,
"DULCE DE LECHE CON STEVIA DOÑA MAGDALENA ""SIN TACC""",1 UNIDAD,"El Dulce de Leche Doña Magdalena con Stevia es un producto apto para celíacos (Sin TACC) y personas con diabetes, ya que no contiene azúcar agregada ni fructosa.",,https://drive.google.com/file/d/1WHw5mkEvjgT-mPw4uZx2H0aYiH9lYZe6/view,,2134,🟢 ok,
"DULCE DE LECHE DE COCO VEGANO ""SIN TACC"" - DOÑA MAGDALENA",1 UNIDAD,"El Dulce de Coco Vegano de Doña Magdalena es una alternativa al dulce de leche tradicional elaborada a base de leche de coco, certificada como Sin TACC (Libre de Gluten) y apta para dietas veganas.",,https://drive.google.com/file/d/1RNgjG2UBtMOR-lWl6enYwwRNtC3AhQOi/view,,2145,🟢 ok,
"DULCE DE MEMBRILLO X 1 KG ""DON FRANCISCO""",1 UNIDAD,"El dulce de membrillo Don Francisco (de la firma Francisco Moreno e Hijo) es un producto artesanal originario de Mendoza, Argentina, reconocido por su elaboración tradicional y calidad profesional.",,https://drive.google.com/file/d/1wGO4YqplgiTtHKaJMhkW5-eC8h6xoc-1/view,,1254,🟢 ok,
"DULCE DE MEMBRILLO X 500 GR ""MUPAY""",1 UNIDAD,"El Dulce de Membrillo Mupay es un producto artesanal originario de la provincia de San Juan, Argentina, específicamente de la región de Chimbas. Se destaca por ser un dulce de membrillo rubio, elaborado bajo procesos tradicionales que lo diferencian del clásico dulce industrial rojo.",,https://drive.google.com/file/d/1M2tosfDbag8ZAAwyKx1kbQfsiw7okEBi/view,,1253,🟢 ok,
"ELECTROLITOS ""SUMA"" - Sobre x 9 g",1 UNIDAD,"Suma es una marca de suplementos de electrolitos en polvo diseñada para una hidratación funcional sin azúcares añadidos. Se destaca por utilizar ingredientes naturales y ser apta para dietas cetogénicas (Keto) y ayuno intermitente, ya que no contiene calorías que interrumpan estos procesos.",,https://drive.google.com/file/d/1CTTGswDvkDdWLH567iCCQeiYp6XyFoUY/view,,2485,🟢 ok,
ENELDO EN SEMILLAS,50G/250G/1KG,"Las semillas de eneldo (Anethum graveolens) son una especia versátil con un aroma anisado, alimonado y fresco. Se utilizan ampliamente tanto en la gastronomía como en el cultivo doméstico de hierbas aromáticas.",,https://drive.google.com/file/d/1sq5b7TNau_jq6mH5KVC7MCcelnmq09uL/view,,1259,🟢 ok,
"EQUINACEA TINTURA MADRE 60 cc ""EL NATURALISTA""",1 UNIDAD,La tintura madre de Equinácea de la marca El Naturalista es un extracto natural concentrado que se utiliza principalmente para fortalecer el sistema inmunológico y prevenir enfermedades estacionales.,,https://drive.google.com/file/d/1lBPousVp1ZkmV1_yqdTCelyaH7LZd7xu/view,,2402,🟢 ok,
"ESENCIA ARTIFICIAL DE VAINILLA X 100 CC ""INDIAS"" ",1 UNIDAD,"El saborizante artificial de vainilla (o esencia) es un producto sintético económico que imita el aroma y sabor de la vainilla natural. Se elabora principalmente a partir de vainillina sintetizada, a menudo derivada del guayacol, lignina o salvado de arroz. Contiene agua, alcohol, colorantes y conservantes.",,https://drive.google.com/file/d/19bIyRbLXWdeAbAWXd48C-5h7_3Batcai/view,,1263,🟢 ok,
EUCALIPTO EN HOJAS,50G/250G/1KG,"Las hojas secas conservan gran parte de los aceites esenciales del eucalipto (principalmente eucaliptol), actuando como un potente remedio natural.",,https://drive.google.com/file/d/1GmbKN3qrdwvYX4nm-iTQEo-w7Sna7rka/view,,2032,🟢 ok,
"EXTRACTO DE VAINILLA NATURAL X 100 CC ""EL CASTILLO""",1 UNIDAD,"El extracto de vainilla natural es una solución aromática obtenida mediante la maceración de vainas de vainilla (Vanilla planifolia) en alcohol y agua, ofreciendo un sabor intenso, puro y complejo, superior a las esencias artificiales. Es fundamental en repostería de calidad para aromatizar bizcochos, cremas y helados, siendo una opción más saludable y sin aditivos químicos.",,https://drive.google.com/file/d/1mIsDkXBC2n8_YaXjNskxqYG9QTyf3XTg/view,,2257,🟢 ok,
FECULA DE MANDIOCA ,250G/500G/1KG,"La fécula de mandioca (también conocida como almidón de yuca o tapioca) es un polvo blanco y fino que se extrae de la raíz de la mandioca. Es uno de los ingredientes más versátiles en la cocina, especialmente valorado por ser naturalmente libre de gluten.",,https://drive.google.com/file/d/1Wah3NjiqyA-U8PlvyFd3LDYdIsFHdkbS/view,,1269,🟢 ok,
"FIDEOS DE ARROZ ""PARTY BECK"" X 280GR",1 UNIDAD,"Los fideos de arroz Party Beck son una opción popular de pasta seca elaborada a base de harina de arroz y almidón de maíz. Son conocidos por ser libres de gluten (Sin TACC), bajos en grasas y de fácil digestión, lo que los hace ideales para personas con celiaquía o quienes buscan una dieta más liviana. ",,https://drive.google.com/file/d/19-Ec5zwxEjtfD53J7YQmvKZcpj2LP4D_/view,,1863,🟢 ok,
"FIDEOS DE ARROZ VERDURA ""PARTY BECK"" X280GR",1 UNIDAD,"Los fideos de arroz con verduras estilo ""Party Beck"" se caracterizan por ser un plato colorido, rápido y muy saludable. Es una excelente opción para quienes buscan una comida ligera o libre de gluten.",ESPINACA/MORRON,https://drive.google.com/file/d/1ukQJs18e4MG4SOfYFg47ZnaZS_uyWJ4C/view,,1685,🟢 ok,
FINAS HIERBAS,100G/250G/1KG,"El término «finas hierbas» designa una importante combinación de hierbas que constituye un pilar de la cocina francesa. Las finas hierbas canónicas de la alta cocina francesa incluyen perejil, cebollino, estragón y perifollo finamente picados.",,https://drive.google.com/file/d/1juMC_2Ac-qnLQfZCOIBapMnxOREGzAk2/view,,1270,🟢 ok,
FRAMBUESAS CONGELADAS X KG,1 UNIDAD,¡Las frambuesas congeladas son un ingrediente increíblemente versátil! Conservan casi todos sus nutrientes y son perfectas porque no se echan a perder tan rápido como las frescas.,,https://drive.google.com/file/d/1PBBIHI6f7ZLYv9ECmE_z5Sq92vhxLAZ8/view,,2470,🟢 ok,
FRUTA ESCURRIDA,250G/500G/1KG,"La fruta escurrida (o abrillantada) es un producto confitado, generalmente elaborado a base de mamón o cáscaras de sandía, cocido en almíbar, coloreado artificialmente y seco. Es un ingrediente clásico y estable al horneado, ideal para pan dulces, budines y repostería navideña.",,https://drive.google.com/file/d/1Q6aYP2IupHjGyGW62HuK0yczmhzAQgvn/view,,1271,🟢 ok,
FRUTA MULTICOLOR,250G/500G/1KG,"La fruta glaseada multicolor (también conocida como fruta confitada, abrillantada o escarchada) es un ingrediente clásico de la repostería, especialmente popular para decorar y rellenar el Pan Dulce, budines y roscas de Reyes.",,https://drive.google.com/file/d/1sJwlaZCtWN3eJshcjCjwgCc3KBQuK4fT/view,si,1954,🟢 ok,
GALLETAS CACHAFAZ INTEGRALES,1 UNIDAD,Las galletas integrales Cachafaz son reconocidas por ser una opción más natural y menos procesada dentro del mercado industrial. Se destacan por no utilizar harina blanca refinada ni grasas trans.,AVENA Y PASAS/ALMENDRAS Y MANI/ALGARROBA/AVENA Y CHIPS DE CHOCO,https://drive.google.com/file/d/1drUxk_PVSN4peFITlv3-FpOe2x-bk0oe/view,,2115,🟢 ok,
GALLETAS CACHAFAZ ORGANICAS,1 unidad,"Las galletas orgánicas Cachafaz son una línea de snacks saludables producidos en Argentina bajo estrictos estándares de certificación orgánica. Se caracterizan por estar elaboradas con harina 100% integral, azúcar orgánica y aceite de girasol alto oleico prensado en frío.",avena y miel/cacao y miel,https://drive.google.com/file/d/1m9EySYXQ-2Z6ADhqEj4usOCGItWMndtC/view,,1895,🟢 ok,
GALLETAS SIN TACC CASERAS,100G/250G/1KG,"Las galletas sin TACC (Trigo, Avena, Cebada y Centeno) se elaboran con harinas alternativas para ser aptas para celíacos. Al no tener gluten, la proteína que da elasticidad, tienen características físicas y de preparación muy específicas.",PASAS Y MANI CON STEVIA/CHIPS DE CHOCO CON AZUCAR,https://drive.google.com/file/d/1dWE8I-pP_tKjgiRouHXj8VT2FMtQlZot/view,,2280,🟢 ok,
"GALLETAS SLIM DOS HERMANO ""SIN TACC""",1 INIDAD,"Las galletas de arroz Slim Dos Hermanos (100g) son un snack saludable, apto para celíacos (sin TACC), elaborado con arroz integral, sin conservantes, colorantes ni colesterol. Son ideales para dietas por su bajo valor calórico y alto contenido de fibra. Disponibles en variedades saladas, sin sal agregada y dulces.",SIN SAL/CON SAL,https://drive.google.com/file/d/1amGSxuQqZLZaffr0bmcOootGeGZbBSDe/view,,2111,🟢 ok,
GALLETITAS DELICEL (SIN TACC) x 150 g,1 UNIDAD,Las galletitas DeliCel son una opción popular en Argentina para quienes llevan una dieta libre de gluten (Sin T.A.C.C.). Se destacan por ser libres de lácteos y lactosa en la mayoría de sus variedades.,PEPAS/CHIPS DE CHOCOLATE/NARANJA/CHOCOLATE/LIMON/COCO/BIZCOCHOS SALADOS,https://drive.google.com/file/d/1RNYHWlRD2WlV38DPdqyNn6kZfaWJ5HNH/view,,2354,🟢 ok,
GARAM MASALA,100G/250G/1KG,"El garam masala es una mezcla de especias molidas fundamental en la cocina del norte de la India, cuyo nombre significa ""mezcla caliente"" o ""especias picantes"". Combina ingredientes aromáticos como canela, clavo, cardamomo, pimienta negra, comino y cilantro. Se utiliza comúnmente al final de la cocción para realzar sabor y aroma en carnes, verduras y currys.",,https://drive.google.com/file/d/189k0ThQJ76B0JPfQSTyHcP7IjqCJrxPu/view,,2101,🟢 ok,
GARBANZOS,250G/500G/1KG,"Los garbanzos son una de las legumbres más completas y nutritivas. Destacan por ser una excelente fuente de proteína vegetal y fibra, lo que ayuda a controlar el colesterol y los niveles de azúcar en la sangre.",,https://drive.google.com/file/d/1XKJbeUo9SjbACD4dtqJQmF4u5To__P37/view,,2335,🟢 ok,
GARRAPIÑADA DE MANI,250G/500G/1KG,"La garrapiñada de maní es un snack dulce tradicional de Argentina y Uruguay que consiste en maní tostado recubierto de azúcar caramelizada. Se destaca por su textura extremadamente crocante y su aroma dulce característico, muy común en ferias y celebraciones navideñas.",,https://drive.google.com/file/d/1Aak-uAtZrdeIs0wgpM1t1J43vNSCY5bZ/view,,1276,🟢 ok,
GELATINA SIN SABOR,100G/250G/1KG,"La gelatina sin sabor (o grenetina) es una proteína pura derivada del colágeno animal (bovino/porcino), incolora e insípida, utilizada como gelificante, espesante y estabilizante. Aporta beneficios para la salud, como fortalecer articulaciones, piel, cabello y uñas gracias a su alto contenido de colágeno. Se hidrata en agua fría y luego se disuelve con calor sin hervir.",,https://drive.google.com/file/d/1UQVEGcK8u84nFucxoQlFkI3gJjVppxfu/view,,1702,🟢 ok,
GERMEN DE TRIGO NATURAL,250G/500G/1KG,"El germen de trigo natural es la parte más nutritiva del grano (embrión), rico en proteínas, fibra, vitamina E, vitaminas del complejo B y minerales como zinc y magnesio. Es un potente antioxidante y energético natural, ideal para músculos, sistema nervioso y salud cardiovascular. Se consume crudo o tostado en yogures, ensaladas o batidos, siendo un gran aliado nutricional de bajo costo.",,https://drive.google.com/file/d/1oMEhZdsXYUDtcu9zYPz0DDc7lSkGBq68/view,,1281,🟢 ok,
"GIN DE AUTOR LODON DRY x 750 cc ""TIERRA SANTA"" ",1 UNIDAD,"El gin de autor Tierra Santa es un destilado artesanal premium originario de Mendoza, Argentina. Se caracteriza por utilizar botánicos autóctonos de las montañas mendocinas y del pedemonte, logrando un perfil único que combina la tradición del estilo London Drycon la identidad del suelo local.",,https://drive.google.com/file/d/1JHW90_Vk_7-MPME9iP4-JDj8a-1PFCwX/view,,2304,🟢 ok,
"GIN DE AUTOR SABORIZADO x 500 cc ""TIERRA SANTA"" ",1 UNIDAD,"El gin de autor Tierra Santa es un destilado artesanal premium originario de Mendoza, Argentina, elaborado por Destilería Tierra Santa. Se destaca por utilizar botánicos autóctonos del pedemonte y la montaña mendocina, ofreciendo una experiencia sensorial ligada a su territorio.",MALBEC/ROBLE/LUPULO,https://drive.google.com/file/d/1HEvXvfonRGikiwzr2JtetfXpMwbaAGTp/view,,2301,🟢 ok,
"GINKGO BILOBA FORTE X 10 COMP. ""EL NATURALISTA""",1 UNIDAD,El Ginkgo Biloba Forte de la marca El Naturalista es un suplemento fitoterápico (basado en plantas) diseñado principalmente para potenciar la microcirculación cerebral y periférica.,,https://drive.google.com/file/d/1LDrJVsyrk7Y2XrmBCItUR2JiJskYgnrR/view,,2082,🟢 ok,
"GINSENG + MAGNESIO X 10 COMP. ""EL NATURALISTA""",1 UNIDAD,Este suplemento de la marca El Naturalista combina las propiedades adaptógenas del Ginseng con los beneficios metabólicos del Magnesio. Es utilizado principalmente como un energizante natural para combatir el agotamiento psicofísico.,,https://drive.google.com/file/d/10X_F9ijvOFbFbwm-NndKxepX3KVexTBT/view,,2084,🟢 ok,
"GLICINATO DE MAGNESIO ""EL NATURALISA""",1 UNIDAD,"El Glicinato de Magnesio de ""El Naturalista"" es un suplemento dietario que destaca por su alta biodisponibilidad y por ser suave con el sistema digestivo. A diferencia de otras formas de magnesio, esta versión quelada (unida al aminoácido glicina) se absorbe de manera más eficiente y rara vez produce el efecto laxante común en otros tipos.",,https://drive.google.com/file/d/1QTEiTTOducupRnuYSwMy0yjx96l9KbER/view,,2078,🟢 ok,
GLUTEN DE TRIGO,250G/500G/1KG,"El gluten de trigo es una proteína vegetal que se encuentra de forma natural en el grano de trigo. Es el componente responsable de dar elasticidad y estructura a las masas, permitiendo que el pan suba y mantenga su forma.",,https://drive.google.com/file/d/1W6BzCdVlZbVdA-vLPnPwztzQX5wefh_w/view,,1282,🟢 ok,
GOMA XANTICA ,100G/250G/1KG,La goma xántica (o xantana) es un polisacárido natural utilizado principalmente como espesante y estabilizador en alimentos y cosméticos. Se obtiene mediante la fermentación de azúcares por la bacteria Xanthomonas campestris. Es famosa en la cocina porque permite que los ingredientes se unan sin necesidad de gluten o altas temperaturas.,,https://drive.google.com/file/d/1sapHAnz98e93LeCTwWNmDUQ-H0Pvjjpq/view,,2408,🟢 ok,
GOTITAS DE CHOCOLATE SEMIAMARGO,250G/500G/1KG,Las gotitas de chocolate semiamargo (o semi-sweet chocolate chips) son un ingrediente fundamental en la repostería gracias a su equilibrio entre dulzor y profundidad de cacao.,,https://drive.google.com/file/d/1JdNKy_l3ilrDwJ0_iarB8OmfRPJkiRva/view,si,2007,🟢 ok,
GRANOLA CON CHIPS DE CHOCOLATE,250G/500G/1KG,"La granola con chips de chocolate es una variante energética y ""golosa"" de la mezcla tradicional de cereales. Se caracteriza por equilibrar lo nutritivo de la avena con el sabor dulce del cacao.",,https://drive.google.com/file/d/1wt5BnuZzh5Ef8olB_3V36TU-2dfdI8AK/view,,1912,🟢 ok,
GRANOLA CROCANTE CON MIEL,250G/500G/1KG,"La granola con miel es una mezcla horneada de cereales, frutos secos y semillas que utiliza la miel de abeja como agente aglutinante y endulzante natural. Se caracteriza por su textura crujiente y su alto valor energético, siendo un alimento muy popular para desayunos y meriendas.",,https://drive.google.com/file/d/1GRbVoWoDOkU_AvvBDfQaq4LRhRUXGqNL/view,,1290,🟢 ok,
"GRANOLA MIX BERRIES ""KÖS""",250G/500G/1KG,"La Granola Mix Berries de la marca KoS Food es una mezcla argentina de cereales, frutos secos y frutas deshidratadas diseñada para desayunos y snacks saludables. Se destaca por ser una opción apta para veganos y con un alto contenido de antioxidantes gracias a los arándanos.",,https://drive.google.com/file/d/1y2j0FAvDW0Yp3411EB6rCjfiYk1JVbpg/view,,1286,🟢 ok,
"GRANOLA MIX ENERGÉTICO ""KÖS""",250G/500G/1KG,"La granola Mix Energética de KöS Food es una opción nutritiva diseñada para aportar energía sostenida a través de una base de cereales, semillas y frutos secos selectos. Es especialmente popular en Argentina para desayunos, meriendas o como snack pre-entrenamiento.",,https://drive.google.com/file/d/1xZkK9rKGEu0Ih7cijzQIeR-hMUPK1nW5/view,,1287,🟢 ok,
"GRANOLA MIX TROPICAL ""KÖS""",250G/500G/1KG,"La Granola Mix Tropical de Kös Food es una mezcla energética de cereales, frutos secos y frutas deshidratadas diseñada para aportar fibra y energía de forma natural. Es un producto de origen argentino, popular por ser apto para dietas veganas.",,https://drive.google.com/file/d/1vDPGng1Bx-pfymsbqZquQ8o3DuurzGou/view,,1289,🟢 ok,
GRANOLA SIN PASAS,250G/500G/1KG,"Una buena granola sin pasas se enfoca en la textura crujiente y la riqueza de las grasas saludables. Al eliminar las pasas, evitas la textura gomosa y reduces el azúcar concentrado, permitiendo que resalten los sabores tostados.",,https://drive.google.com/file/d/1D16zkgWKPgqaxR0o7lwIlugBBDKoeM1F/view,,1897,🟢 ok,
GRANOLA TRADICIONAL SIN FRUTOS SECOS,250G/500G/1KG,"La granola tradicional sin frutos secos (como nueces o almendras) es una opción ideal para personas con alergias o quienes buscan una textura más ligera centrada en los cereales. Se caracteriza por mantener la esencia crujiente y el sabor tostado mediante el uso de semillas, avena y endulzantes naturales.",,https://drive.google.com/file/d/1gZTHH73FsNkAfJ0CDc6u7WCmaul_3mF9/view,,1911,🟢 ok,
HARINA  DE ALMENDRAS SIN PIEL,250G/500G/1KG,La harina de almendras sin piel (también llamada harina blanqueada) es el resultado de moler almendras a las que se les ha retirado la cáscara marrón externa.,,https://drive.google.com/file/d/1nIG8vVlVdpwVf3pmM1fRHMD7oZC5etah/view,,1293,🟢 ok,
HARINA DE ALGARROBA,250G/500G/1KG,"La harina de algarroba es un polvo fino obtenido de las vainas secas y tostadas del algarrobo, una legumbre mediterránea. Es reconocida principalmente por ser el sustituto natural y saludable del cacao, con un sabor dulce y tostado similar al chocolate, pero con un perfil nutricional superior en varios aspectos.",,https://drive.google.com/file/d/1jpPSXX6vdFBPGorCqfdhWOP1bZgoenub/view,,1291,🟢 ok,
HARINA DE ALMENDRAS CON PIEL,250G/500G/1KG,"La harina de almendra con piel, también conocida como harina de almendra integral, se obtiene al moler la almendra entera sin retirar la cáscara marrón. A diferencia de la harina blanca (o blanqueada), esta conserva una textura más rústica y un perfil nutricional más completo.",,https://drive.google.com/file/d/100BCjY_hlY8jmGVsPSjfgTDFpA1KmRsQ/view,,2315,🟢 ok,
HARINA DE ARROZ,250G/500G/1KG,"La harina de arroz es una alternativa versátil y popular al trigo, especialmente valorada por ser naturalmente libre de gluten. Se obtiene moliendo granos de arroz (blanco o integral) hasta conseguir un polvo fino.",,https://drive.google.com/file/d/1Gnmcuy25XM85NbHF3ptKDTIUUxvrb1kw/view,,1294,🟢 ok,
HARINA DE AVENA,250G/500G/1KG,La harina de avena es simplemente granos de avena molidos hasta obtener un polvo fino. Es uno de los ingredientes más versátiles y nutritivos para sustituir harinas refinadas.,,https://drive.google.com/file/d/156HiZP8rl-2TTpAp6lBpGiIP_O1W6Xti/view,,1295,🟢 ok,
HARINA DE CHIA,250G/500G/1KG,"La harina de chía es un superalimento versátil que se obtiene al moler las semillas de chía. Es una opción excelente para quienes buscan una dieta libre de gluten, rica en nutrientes y con beneficios directos para la salud digestiva y cardiovascular. ",,https://drive.google.com/file/d/10m_L-7oc55O3wdP8gCKjcemmNCpamRFY/view,,1297,🟢 ok,
HARINA DE COCO,250G/500G/1KG,"La harina de coco es una alternativa saludable, sin gluten y alta en fibra a las harinas tradicionales. Se obtiene de la pulpa de coco seca y desgrasada.",,https://drive.google.com/file/d/1TUeRvGC1e0qrr2t2lCyAAtGlaooCzRCf/view,,1298,🟢 ok,
HARINA DE GARBANZO,250G/500G/1KG,"La harina de garbanzo es una alternativa nutritiva, versátil y naturalmente libre de gluten a la harina de trigo tradicional. Se obtiene moliendo garbanzos secos y es un pilar fundamental en la cocina de la India (donde se conoce como besan) y del Mediterráneo.",,https://drive.google.com/file/d/1WE3hZUJpr9AAy8kbArE1T56acjz7Sq73/view,,1299,🟢 ok,
HARINA DE LINO,250G/500G/1KG,"La harina de lino (o linaza) es un superalimento versátil obtenido al moler las semillas de lino. Es especialmente valorada en dietas keto, veganas y para mejorar la salud digestiva.",,https://drive.google.com/file/d/1COqF5AUobH03trgKdvqXmZzs-WJlSNAZ/view,,1300,🟢 ok,
HARINA DE MAIZ BLANCO,250G/500G/1KG,"La harina de maíz blanco es el ingrediente fundamental en la gastronomía de varios países latinoamericanos, especialmente en Venezuela, Colombia y México. Se obtiene al moler granos de maíz blanco secos y limpios",,https://drive.google.com/file/d/1MEHVUOUYtozuVNdJmR5U-uEs30vhe3FK/view,,1739,🟢 ok,
HARINA INTEGRAL FINA,250G/500G/1KG,"La harina integral fina es el grano de trigo entero (incluyendo salvado y germen) molido hasta obtener una textura polvorienta y suave. A diferencia de la harina integral gruesa, esta se integra mejor en las masas, permitiendo texturas más delicadas sin perder sus propiedades nutricionales.",,https://drive.google.com/file/d/1ZsaH95aMHYwlxty7pXQAr6PhDqVQwfvV/view,,1306,🟢 ok,
HARINA SOJA DESGRASADA FINA,250G/500G/1KG,La harina de soja desgrasada fina es un producto que se obtiene de la molienda de los porotos de soja después de haberles extraído la mayor parte del aceite. Es un ingrediente clave en la industria alimentaria y en la cocina saludable por su altísimo valor nutricional.,,https://drive.google.com/file/d/1cPZxHhR5GxR50Gtfbum3cbEWTSeH3GTV/view,,1305,🟢 ok,
HARINA TRIGO SARRACENO,250G/500G/1KG,"La harina de trigo sarraceno (o alforfón) es un ingrediente versátil, nutritivo y naturalmente libre de gluten. A pesar de su nombre, no tiene relación con el trigo; en realidad, proviene de una semilla (pseudocereal).",,https://drive.google.com/file/d/1HwPLGh5A4w3qY8QQ8oIB26nY6TFCWUY7/view,,2041,🟢 ok,
HIBISCUS  FLOR,250G/500G/1KG,"La flor de hibisco, también conocida como flor de Jamaica (Hibiscus sabdariffa), es valorada mundialmente por sus múltiples propiedades medicinales, especialmente para la salud cardiovascular y digestiva.",,https://drive.google.com/file/d/1uK3AI57jCBvklH2c21huCO0TzIbpimI5/view,,1849,🟢 ok,
"HIBISCUS EXTRACTO 60 cc ""SOMOS SETAS""",1 UNIDAD,"El extracto de Hibiscus de la marca argentina Somos Setas es un suplemento líquido concentrado diseñado para apoyar el sistema cardiovascular, el metabolismo y la digestión. Aunque la marca es reconocida principalmente por sus hongos adaptógenos(como Reishi o Melena de León), han incorporado la flor de hibiscus como un aliado funcional por su alta densidad de antioxidantes.",,https://drive.google.com/file/d/1ZLHJNh59r89OipEuk51UyPxGfYGHZV2H/view,,2466,🟢 ok,
